,지구별,주차장명,주차대수,이용시간,날짜,주차구획수,연도,월,일,요일,휴일여부,아침 주차대수,낮 주차대수,저녁 주차대수,아침 이용시간,낮 이용시간,저녁 이용시간
7300,PLT-008,여의도4주차장,189,68183,2020-09-18,218,2020,9,18,4,0,52.19,76.04,60.76,18828.88390920154,27433.38441187364,21920.73167892481
7301,PLT-008,여의도3주차장,1106,324505,2020-09-18,785,2020,9,18,4,0,305.42,444.99,355.59,89611.49828209764,130561.9167721519,104331.58494575044
7302,PLT-008,여의도1주차장,1748,305660,2020-09-17,462,2020,9,17,3,0,484.72,695.47,567.82,84758.9631638263,121611.06641266354,99289.97042351015
7303,PLT-008,여의도3주차장,1021,338110,2020-09-17,785,2020,9,17,3,0,283.12,406.22,331.66,93756.81018609206,134522.08050930462,109831.10930460335
7304,PLT-008,여의도5주차장,318,108406,2020-09-17,141,2020,9,17,3,0,88.18,126.52,103.3,30060.506540880502,43130.588427672956,35214.90503144654
7305,PLT-008,여의도4주차장,220,66376,2020-09-17,218,2020,9,17,3,0,61.01,87.53,71.46,18407.271636363635,26408.59672727273,21560.131636363632
7306,PLT-008,여의도2주차장,797,150371,2020-09-17,176,2020,9,17,3,0,221.01,317.1,258.9,41697.713592050284,59826.90819437648,48846.378213573225
7307,PLT-008,여의도1주차장,1600,304947,2020-09-16,462,2020,9,16,2,0,450.4,650.81,498.79,85842.5805,124039.09816875,95065.32133125
7308,PLT-008,여의도4주차장,232,79336,2020-09-16,218,2020,9,16,2,0,65.31,94.37,72.32,22333.767931034487,32271.285862068966,24730.946206896548
7309,PLT-008,여의도2주차장,664,142184,2020-09-16,176,2020,9,16,2,0,186.92,270.09,207.0,40025.04974322676,57834.18406349301,44324.76619328022
7310,PLT-008,여의도5주차장,315,116201,2020-09-16,141,2020,9,16,2,0,88.67,128.13,98.2,32709.65926984127,47266.14009523809,36225.200634920635
7311,PLT-008,여의도3주차장,915,320386,2020-09-16,785,2020,9,16,2,0,257.57,372.18,285.24,90188.7692980251,130319.74281686138,99877.4878851135
7312,PLT-008,여의도4주차장,234,74204,2020-09-15,218,2020,9,15,1,0,67.64,92.99,73.37,21449.39555555556,29488.16222222222,23266.442222222224
7313,PLT-008,여의도2주차장,734,147689,2020-09-15,176,2020,9,15,1,0,212.17,291.7,230.13,42690.97429155313,58693.29877384196,46304.7269346049
7314,PLT-008,여의도1주차장,1694,314730,2020-09-15,462,2020,9,15,1,0,489.66,673.22,531.12,90974.43435655255,125078.23530106258,98677.33034238488
7315,PLT-008,여의도3주차장,1084,370794,2020-09-15,785,2020,9,15,1,0,313.34,430.79,339.87,107181.35789667896,147356.40891143912,116256.23319188193
7316,PLT-008,여의도5주차장,313,114110,2020-09-15,141,2020,9,15,1,0,90.47,124.39,98.14,32982.52939297125,45348.699361022365,35778.77124600639
7317,PLT-008,여의도3주차장,988,368045,2020-09-14,785,2020,9,14,0,0,280.49,413.42,294.09,104486.78345141701,154005.2266194332,109552.98992914979
7318,PLT-008,여의도2주차장,661,153763,2020-09-14,176,2020,9,14,0,0,187.65,276.59,196.76,43651.477987897124,64340.859561270794,45770.66245083207
7319,PLT-008,여의도5주차장,327,112132,2020-09-14,141,2020,9,14,0,0,92.83,136.83,97.34,31832.45737003058,46920.5552293578,33378.98740061162
7320,PLT-008,여의도4주차장,230,74900,2020-09-14,218,2020,9,14,0,0,65.3,96.24,68.46,21265.086956521736,31340.765217391305,22294.147826086955
7321,PLT-008,여의도1주차장,1595,290122,2020-09-14,462,2020,9,14,0,0,452.81,667.42,474.78,82363.20952219736,121399.38009166086,86359.41038614177
7322,PLT-008,여의도2주차장,1068,79451,2020-09-13,176,2020,9,13,6,1,201.39,486.96,379.65,14981.869747191009,36226.08516853933,28243.045084269663
7323,PLT-008,여의도3주차장,817,83664,2020-09-13,785,2020,9,13,6,1,154.06,372.51,290.43,15776.34741738066,38146.483035495716,29741.169547123623
7324,PLT-008,여의도4주차장,68,3357,2020-09-13,218,2020,9,13,6,1,12.82,31.0,24.17,632.9863215178702,1530.6221503162228,1193.3915281659067
7325,PLT-008,여의도5주차장,130,14404,2020-09-13,141,2020,9,13,6,1,24.51,59.27,46.21,2715.9169166858987,6567.621201630895,5120.461881683206
7326,PLT-008,여의도1주차장,2313,210138,2020-09-13,462,2020,9,13,6,1,436.16,1054.62,822.22,39625.50370946823,95813.1161089494,74699.38018158237
7327,PLT-008,여의도2주차장,333,22121,2020-09-12,176,2020,9,12,5,1,81.77,146.06,105.16,5432.097570497612,9702.97384305835,6985.928586444037
7328,PLT-008,여의도3주차장,310,30396,2020-09-12,785,2020,9,12,5,1,76.13,135.97,97.9,7464.66929032258,13332.077806451613,9599.252903225808
7329,PLT-008,여의도4주차장,59,6773,2020-09-12,218,2020,9,12,5,1,14.49,25.88,18.63,1663.4028813559323,2970.9362711864405,2138.660847457627
7330,PLT-008,여의도1주차장,981,103093,2020-09-12,462,2020,9,12,5,1,240.9,430.29,309.8,25316.36785288331,45219.509852292074,32557.122294824618
7331,PLT-008,여의도5주차장,159,30671,2020-09-12,141,2020,9,12,5,1,39.05,69.74,50.21,7532.720440251572,13452.80213836478,9685.477421383648
7332,PLT-008,여의도2주차장,449,110153,2020-09-11,176,2020,9,11,4,0,131.03,179.42,138.55,32145.5402895323,44017.04066815144,33990.41904231626
7333,PLT-008,여의도5주차장,512,100297,2020-09-11,141,2020,9,11,4,0,149.42,204.59,157.99,29270.269023437497,40077.66255859375,30949.068417968752
7334,PLT-008,여의도1주차장,1035,235359,2020-09-11,462,2020,9,11,4,0,302.04,413.58,319.38,68683.896,94048.09199999999,72627.012
7335,PLT-008,여의도4주차장,202,67128,2020-09-11,218,2020,9,11,4,0,58.95,80.72,62.33,19590.077227722773,26824.61465346535,20713.30811881188
7336,PLT-008,여의도3주차장,777,295550,2020-09-11,785,2020,9,11,4,0,226.75,310.49,239.76,86249.62998712999,118102.0842985843,91198.28571428571
7337,PLT-008,여의도5주차장,458,117804,2020-09-10,141,2020,9,10,3,0,132.13,188.63,137.24,33985.6823580786,48518.27187772926,35300.04576419214
7338,PLT-008,여의도4주차장,238,66913,2020-09-10,218,2020,9,10,3,0,68.66,98.02,71.32,19303.55705882353,27558.034705882354,20051.408235294115
7339,PLT-008,여의도3주차장,927,329917,2020-09-10,785,2020,9,10,3,0,267.44,381.78,277.78,95181.23244875945,135874.55475728153,98861.212793959
7340,PLT-008,여의도1주차장,1280,253814,2020-09-10,462,2020,9,10,3,0,369.28,527.16,383.56,73225.33899999999,104531.7095625,76056.9514375
7341,PLT-008,여의도2주차장,514,135007,2020-09-10,176,2020,9,10,3,0,148.29,211.69,154.02,38949.78215953307,55602.39655642023,40454.821284046695
7342,PLT-008,여의도2주차장,428,135955,2020-09-09,176,2020,9,9,2,0,124.27,173.95,129.78,39474.597780373835,55255.54264018691,41224.85957943925
7343,PLT-008,여의도1주차장,1047,233196,2020-09-09,462,2020,9,9,2,0,304.0,425.52,317.48,67709.24928366762,94775.13077363896,70711.61994269342
7344,PLT-008,여의도3주차장,875,323421,2020-09-09,785,2020,9,9,2,0,254.06,355.62,265.32,93906.67344,131445.68688,98068.63968
7345,PLT-008,여의도4주차장,228,83355,2020-09-09,218,2020,9,9,2,0,66.2,92.66,69.13,24203.258914864684,33877.250317996404,25274.49076713891
7346,PLT-008,여의도5주차장,321,114377,2020-09-09,141,2020,9,9,2,0,93.2,130.46,97.33,33209.559176298324,46486.25633197296,34681.184491728716
7347,PLT-008,여의도5주차장,329,110404,2020-09-08,141,2020,9,8,1,0,92.94,135.33,100.73,31188.29106382979,45413.29276595745,33802.41617021277
7348,PLT-008,여의도3주차장,1084,376482,2020-09-08,785,2020,9,8,1,0,306.23,445.89,331.88,106356.16500000001,154861.2167712177,115264.61822878227
7349,PLT-008,여의도4주차장,224,75149,2020-09-08,218,2020,9,8,1,0,63.28,92.14,68.58,21229.592500000002,30911.735982142858,23007.671517857143
7350,PLT-008,여의도1주차장,1602,268909,2020-09-08,462,2020,9,8,1,0,452.56,658.97,490.47,75965.95320848939,110613.58534956306,82329.46144194757
7351,PLT-008,여의도2주차장,789,153270,2020-09-08,176,2020,9,8,1,0,222.89,324.55,241.56,43298.28935361216,63046.614068441064,46925.096577946766
7352,PLT-008,여의도2주차장,427,110181,2020-09-07,176,2020,9,7,0,0,123.37,174.1,129.53,31833.79384074942,44923.91592505855,33423.29023419204
7353,PLT-008,여의도1주차장,1082,209691,2020-09-07,462,2020,9,7,0,0,312.62,441.16,328.22,60585.582643253234,85496.56336414049,63608.853992606295
7354,PLT-008,여의도4주차장,200,65676,2020-09-07,218,2020,9,7,0,0,57.79,81.55,60.67,18976.13139343033,26778.050097495125,19921.818509074546
7355,PLT-008,여의도3주차장,825,323023,2020-09-07,785,2020,9,7,0,0,238.37,336.38,250.26,93330.980848717,131705.64810123513,97986.37105004786
7356,PLT-008,여의도5주차장,271,86561,2020-09-07,141,2020,9,7,0,0,78.3,110.49,82.21,25010.060147601474,35291.97376383764,26258.966088560883
7357,PLT-008,여의도4주차장,47,1387,2020-09-06,218,2020,9,6,6,1,8.41,22.47,16.11,248.23728452862315,663.2451585443712,475.51755692700584
7358,PLT-008,여의도2주차장,1707,110510,2020-09-06,176,2020,9,6,6,1,305.59,816.22,585.19,19783.685354422963,52841.51857059168,37884.79607498536
7359,PLT-008,여의도3주차장,803,69142,2020-09-06,785,2020,9,6,6,1,143.76,383.96,275.28,12378.398405977583,33060.72518057285,23702.87641344956
7360,PLT-008,여의도5주차장,152,11456,2020-09-06,141,2020,9,6,6,1,27.21,72.68,52.11,2050.774736842105,5477.776842105264,3927.4484210526316
7361,PLT-008,여의도1주차장,3010,210823,2020-09-06,462,2020,9,6,6,1,538.86,1439.26,1031.88,37742.21986046511,100807.01361461793,72273.76652491695
7362,PLT-008,여의도1주차장,4995,377429,2020-09-05,462,2020,9,5,5,1,1180.54,2214.69,1599.77,89203.20954154154,167344.9913933934,120880.79906506508
7363,PLT-008,여의도3주차장,1817,160130,2020-09-05,785,2020,9,5,5,1,429.44,805.62,581.94,37846.02487616951,70998.31073197578,51285.66439185471
7364,PLT-008,여의도2주차장,2692,172280,2020-09-05,176,2020,9,5,5,1,636.24,1193.58,862.18,40717.469242199106,76385.57295690935,55176.95780089153
7365,PLT-008,여의도4주차장,89,7897,2020-09-05,218,2020,9,5,5,1,21.03,39.46,28.5,1866.2086751320371,3501.6925497246875,2529.098775143274
7366,PLT-008,여의도5주차장,204,30287,2020-09-05,141,2020,9,5,5,1,48.21,90.45,65.34,7157.530735294118,13428.721323529413,9700.74794117647
7367,PLT-008,여의도4주차장,235,64209,2020-09-04,218,2020,9,4,4,0,66.44,92.65,75.91,18153.38706382979,25314.739787234044,20740.873148936167
7368,PLT-008,여의도3주차장,1847,372514,2020-09-04,785,2020,9,4,4,0,522.17,728.22,596.61,105314.3667460747,146871.76236058475,120327.87089334056
7369,PLT-008,여의도2주차장,1991,206091,2020-09-04,176,2020,9,4,4,0,562.88,784.99,643.13,58264.44102461074,81255.33605725765,66571.22291813159
7370,PLT-008,여의도1주차장,3961,370087,2020-09-04,462,2020,9,4,4,0,1119.82,1561.71,1279.47,104627.82740217117,145914.81160565515,119544.3609921737
7371,PLT-008,여의도5주차장,354,97378,2020-09-04,141,2020,9,4,4,0,100.08,139.57,114.35,27529.91593220339,38392.78943502825,31455.294632768357
7372,PLT-008,여의도4주차장,214,64764,2020-09-03,218,2020,9,3,3,0,58.45,89.66,65.9,17688.21924209149,27133.03228821083,19942.748469697675
7373,PLT-008,여의도5주차장,311,91282,2020-09-03,141,2020,9,3,3,0,84.94,130.29,95.76,24931.647577092506,38242.810958551716,28107.541464355767
7374,PLT-008,여의도3주차장,1210,335946,2020-09-03,785,2020,9,3,3,0,330.49,506.93,372.58,91757.68061157025,140744.71552066118,103443.60386776859
7375,PLT-008,여의도1주차장,2532,284262,2020-09-03,462,2020,9,3,3,0,691.57,1060.78,779.66,77640.71679811692,119090.9373817639,87530.3458201192
7376,PLT-008,여의도2주차장,1344,175765,2020-09-03,176,2020,9,3,3,0,367.09,563.07,413.85,48006.76620709667,73636.35579348367,54121.87799941964
7377,PLT-008,여의도4주차장,192,65737,2020-09-02,218,2020,9,2,2,0,55.94,78.13,57.93,19152.748854166664,26750.165677083332,19834.08546875
7378,PLT-008,여의도2주차장,726,146519,2020-09-02,176,2020,9,2,2,0,211.51,295.44,219.04,42686.86027355749,59625.57798316781,44206.561743274695
7379,PLT-008,여의도3주차장,928,331785,2020-09-02,785,2020,9,2,2,0,270.36,377.65,279.99,96660.98340517243,135020.04876077586,100103.96783405173
7380,PLT-008,여의도5주차장,338,109597,2020-09-02,141,2020,9,2,2,0,98.47,137.55,101.98,31929.043165680472,44600.790976331366,33067.16585798816
7381,PLT-008,여의도1주차장,1528,229208,2020-09-02,462,2020,9,2,2,0,445.17,621.81,461.02,66777.8307329843,93274.75554973821,69155.41371727748
7382,PLT-008,여의도4주차장,206,68689,2020-09-01,218,2020,9,1,1,0,59.4,85.62,60.98,19806.439805825245,28549.282427184466,20333.27776699029
7383,PLT-008,여의도3주차장,1302,375474,2020-09-01,785,2020,9,1,1,0,375.41,541.16,385.43,108261.67,156061.06746543778,111151.26253456222
7384,PLT-008,여의도1주차장,2756,307789,2020-09-01,462,2020,9,1,1,0,794.65,1145.5,815.85,88746.20059869376,127928.99111030478,91113.80829100146
7385,PLT-008,여의도2주차장,1452,197898,2020-09-01,176,2020,9,1,1,0,418.66,603.5,429.83,57060.98298197646,82253.6264023857,58583.39061563784
7386,PLT-008,여의도5주차장,349,103345,2020-09-01,141,2020,9,1,1,0,100.63,145.06,103.31,29798.30186246418,42954.80143266475,30591.896704871062
7387,PLT-008,여의도3주차장,1226,372762,2020-08-31,785,2020,8,31,0,0,361.8,502.66,361.54,110004.31615008156,152832.42,109925.26384991844
7388,PLT-008,여의도5주차장,336,103314,2020-08-31,141,2020,8,31,0,0,99.16,137.76,99.09,30489.02187434898,42357.47936073331,30467.498764917713
7389,PLT-008,여의도1주차장,2930,339781,2020-08-31,462,2020,8,31,0,0,864.66,1201.29,864.05,100271.34452559728,139309.05033788396,100200.60513651876
7390,PLT-008,여의도2주차장,1309,186058,2020-08-31,176,2020,8,31,0,0,386.29,536.69,386.02,54906.298563789154,76283.78,54867.92143621085
7391,PLT-008,여의도4주차장,249,78109,2020-08-31,218,2020,8,31,0,0,73.48,102.09,73.43,23049.997269076306,32024.690000000002,23034.312730923695
7392,PLT-008,여의도2주차장,1518,97907,2020-08-30,176,2020,8,30,6,1,269.48,719.96,528.56,17380.749907773385,46435.522872200265,34090.72722002635
7393,PLT-008,여의도5주차장,101,9743,2020-08-30,141,2020,8,30,6,1,17.93,47.9,35.17,1729.6236633663366,4620.690099009901,3392.6862376237627
7394,PLT-008,여의도4주차장,66,2748,2020-08-30,218,2020,8,30,6,1,11.72,31.3,22.98,487.97818181818184,1303.2181818181818,956.8036363636364
7395,PLT-008,여의도1주차장,3269,231915,2020-08-30,462,2020,8,30,6,1,580.32,1550.42,1138.25,41170.181860452314,109992.88902688597,80751.9291126617
7396,PLT-008,여의도3주차장,794,57549,2020-08-30,785,2020,8,30,6,1,140.95,376.58,276.47,10216.034697732997,27294.461486146098,20038.50381612091
7397,PLT-008,여의도5주차장,142,22969,2020-08-29,141,2020,8,29,5,1,33.37,62.82,45.8,5398.095147545601,10162.071836044792,7408.833016409606
7398,PLT-008,여의도1주차장,1917,147998,2020-08-29,462,2020,8,29,5,1,450.55,848.09,618.36,34783.77616066771,65475.02546687533,47739.198372456965
7399,PLT-008,여의도4주차장,57,9981,2020-08-29,218,2020,8,29,5,1,13.4,25.22,18.39,2345.998947553061,4415.38010875285,3219.620943694089
7400,PLT-008,여의도2주차장,791,42812,2020-08-29,176,2020,8,29,5,1,185.91,349.94,255.15,10062.173097345132,18940.11539823009,13809.711504424778
7401,PLT-008,여의도3주차장,492,36812,2020-08-29,785,2020,8,29,5,1,115.63,217.66,158.7,8651.744059838615,16285.899957316207,11874.35598284518
7402,PLT-008,여의도3주차장,888,265920,2020-08-28,785,2020,8,28,4,0,245.76,352.38,289.86,73595.15675675675,105523.52432432432,86801.31891891893
7403,PLT-008,여의도4주차장,209,62914,2020-08-28,218,2020,8,28,4,0,57.84,82.94,68.22,17411.22373205742,24966.924210526315,20535.852057416265
7404,PLT-008,여의도1주차장,1874,243818,2020-08-28,462,2020,8,28,4,0,518.65,743.65,611.71,67478.9385862402,96752.5550557361,79586.5063580237
7405,PLT-008,여의도5주차장,271,87936,2020-08-28,141,2020,8,28,4,0,75.0,107.54,88.46,24336.531365313655,34895.341107011074,28704.127527675275
7406,PLT-008,여의도2주차장,733,116895,2020-08-28,176,2020,8,28,4,0,202.87,290.87,239.26,32352.644815825377,46386.42380627558,38155.93137789905
7407,PLT-008,여의도4주차장,214,61296,2020-08-27,218,2020,8,27,3,0,56.67,89.9,67.43,16231.982803738318,25750.048598130845,19313.968598130843
7408,PLT-008,여의도5주차장,255,90680,2020-08-27,141,2020,8,27,3,0,67.53,107.12,80.34,24015.139417232047,38094.20604729597,28570.65453547198
7409,PLT-008,여의도1주차장,1395,213112,2020-08-27,462,2020,8,27,3,0,369.44,586.03,439.53,56438.779412186384,89526.89989964158,67146.32068817204
7410,PLT-008,여의도3주차장,809,267579,2020-08-27,785,2020,8,27,3,0,214.25,339.86,254.89,70863.78337453648,112409.64022249692,84305.57640296662
7411,PLT-008,여의도2주차장,549,109764,2020-08-27,176,2020,8,27,3,0,145.39,230.63,172.97,29068.99571941201,46111.716643290405,34583.28763729759
7412,PLT-008,여의도3주차장,861,305372,2020-08-26,785,2020,8,26,2,0,247.83,342.79,270.38,87898.19135888503,121577.77918699187,95896.02945412311
7413,PLT-008,여의도4주차장,196,71248,2020-08-26,218,2020,8,26,2,0,56.42,78.03,61.55,20509.245714285717,28364.7012244898,22374.053061224487
7414,PLT-008,여의도1주차장,1379,232282,2020-08-26,462,2020,8,26,2,0,396.92,549.03,433.05,66858.13737490936,92479.90316171138,72943.95946337927
7415,PLT-008,여의도5주차장,303,108376,2020-08-26,141,2020,8,26,2,0,87.21,120.63,95.15,31194.00297039506,43147.94838113469,34034.04864847025
7416,PLT-008,여의도2주차장,601,139745,2020-08-26,176,2020,8,26,2,0,172.99,239.28,188.73,40223.77296173045,55637.57670549084,43883.6503327787
7417,PLT-008,여의도1주차장,2000,273398,2020-08-25,462,2020,8,25,1,0,578.75,764.58,656.67,79114.54625,104517.32142000001,89766.13233
7418,PLT-008,여의도3주차장,966,306492,2020-08-25,785,2020,8,25,1,0,279.54,369.29,317.17,88692.31229813665,117168.14770186336,100631.54000000001
7419,PLT-008,여의도4주차장,205,70089,2020-08-25,218,2020,8,25,1,0,59.32,78.37,67.31,20281.36331707317,26794.511853658536,23013.124829268294
7420,PLT-008,여의도2주차장,973,156110,2020-08-25,176,2020,8,25,1,0,281.56,371.97,319.47,45174.03042137718,59679.58550873587,51256.38406988695
7421,PLT-008,여의도5주차장,321,108929,2020-08-25,141,2020,8,25,1,0,92.89,122.71,105.4,31521.541464174454,41640.74015576324,35766.71838006231
7422,PLT-008,여의도3주차장,1040,331042,2020-08-24,785,2020,8,24,0,0,298.34,421.34,320.32,94964.49065384614,134116.57334615383,101960.936
7423,PLT-008,여의도1주차장,2002,270025,2020-08-24,462,2020,8,24,0,0,574.31,811.08,616.61,77461.5673076923,109396.54195804195,83166.89073426573
7424,PLT-008,여의도5주차장,296,105589,2020-08-24,141,2020,8,24,0,0,84.91,119.92,91.17,30289.060777027025,42777.813783783786,32522.12543918919
7425,PLT-008,여의도4주차장,211,79989,2020-08-24,218,2020,8,24,0,0,60.53,85.48,64.99,22946.607440758296,32405.02236966825,24637.37018957346
7426,PLT-008,여의도2주차장,1031,168763,2020-08-24,176,2020,8,24,0,0,295.76,417.7,317.54,48412.55565470417,68372.74985451018,51977.694490785645
7427,PLT-008,여의도3주차장,910,78614,2020-08-23,785,2020,8,23,6,1,165.72,420.87,323.41,14316.386901098902,36358.543054945054,27939.070043956046
7428,PLT-008,여의도5주차장,105,13806,2020-08-23,141,2020,8,23,6,1,19.12,48.56,37.32,2514.0068571428574,6384.946285714286,4907.046857142857
7429,PLT-008,여의도2주차장,1723,120932,2020-08-23,176,2020,8,23,6,1,313.77,796.88,612.34,22022.666202357523,55930.84821153923,42978.48558610323
7430,PLT-008,여의도4주차장,71,1866,2020-08-23,218,2020,8,23,6,1,12.93,32.84,25.23,339.82225352112675,863.0907042253522,663.0870422535211
7431,PLT-008,여의도1주차장,3467,280746,2020-08-23,462,2020,8,23,6,1,631.37,1603.48,1232.15,51126.21921546005,129844.41767522355,99775.36310931641
7432,PLT-008,여의도2주차장,863,39142,2020-08-22,176,2020,8,22,5,1,208.65,377.37,276.98,9463.474275782155,17115.894020857475,12562.631703360372
7433,PLT-008,여의도1주차장,1846,108942,2020-08-22,462,2020,8,22,5,1,446.31,807.22,592.46,26339.202281702503,47638.481920270424,34964.31579802708
7434,PLT-008,여의도4주차장,72,2234,2020-08-22,218,2020,8,22,5,1,17.41,31.48,23.11,540.1936111111111,976.7544444444445,717.0519444444444
7435,PLT-008,여의도5주차장,153,26767,2020-08-22,141,2020,8,22,5,1,36.99,66.9,49.1,6471.738871821687,11704.76697823387,8590.49414994444
7436,PLT-008,여의도3주차장,470,33195,2020-08-22,785,2020,8,22,5,1,113.63,205.52,150.84,8025.591714717334,14515.70544054129,10653.702844741378
7437,PLT-008,여의도2주차장,946,111435,2020-08-21,176,2020,8,21,4,0,258.97,377.92,309.11,30505.62573995772,44517.45792811839,36411.91633192389
7438,PLT-008,여의도1주차장,1914,206763,2020-08-21,462,2020,8,21,4,0,523.95,764.63,625.41,56600.856770411556,82600.8457149724,67561.29751461608
7439,PLT-008,여의도3주차장,1040,312915,2020-08-21,785,2020,8,21,4,0,284.7,415.47,339.83,85660.48125,125006.5337019231,102247.98504807691
7440,PLT-008,여의도5주차장,290,94695,2020-08-21,141,2020,8,21,4,0,79.39,115.85,94.76,25923.572586206898,37829.019827586206,30942.407586206897
7441,PLT-008,여의도4주차장,232,66142,2020-08-21,218,2020,8,21,4,0,63.51,92.68,75.81,18106.3725,26422.588620689654,21613.038879310345
7442,PLT-008,여의도5주차장,351,107502,2020-08-20,141,2020,8,20,3,0,97.27,141.05,112.68,29791.223760683763,43199.87777777779,34510.89846153846
7443,PLT-008,여의도2주차장,914,126072,2020-08-20,176,2020,8,20,3,0,253.3,367.28,293.42,34938.77199124727,50660.529715536104,40472.698293216636
7444,PLT-008,여의도3주차장,1052,360779,2020-08-20,785,2020,8,20,3,0,291.54,422.73,337.72,99983.3740434795,144974.86351581287,115820.76244070762
7445,PLT-008,여의도1주차장,1642,212289,2020-08-20,462,2020,8,20,3,0,455.05,659.82,527.13,58831.9789585871,85306.04627283801,68150.97476857492
7446,PLT-008,여의도4주차장,261,74523,2020-08-20,218,2020,8,20,3,0,72.33,104.88,83.79,20652.29344827586,29946.253793103446,23924.452758620693
7447,PLT-008,여의도3주차장,1048,344589,2020-08-19,785,2020,8,19,2,0,282.82,425.07,340.11,92992.99711832062,139765.69296755723,111830.30991412215
7448,PLT-008,여의도4주차장,251,66914,2020-08-19,218,2020,8,19,2,0,67.74,101.81,81.46,18058.062866021275,27140.41010318314,21715.527030795583
7449,PLT-008,여의도2주차장,1012,142004,2020-08-19,176,2020,8,19,2,0,273.11,410.47,328.42,38322.83837944664,57597.21529644269,46083.94632411068
7450,PLT-008,여의도1주차장,1669,234844,2020-08-19,462,2020,8,19,2,0,450.41,676.95,541.64,63376.923930497316,95253.2329538646,76213.8431156381
7451,PLT-008,여의도5주차장,334,103395,2020-08-19,141,2020,8,19,2,0,90.14,135.47,108.39,27904.26736526946,41936.8881736527,33553.844461077846
7452,PLT-008,여의도5주차장,321,101099,2020-08-18,141,2020,8,18,1,0,89.62,127.84,103.55,28224.953677455534,40261.973645680824,32612.07267686365
7453,PLT-008,여의도4주차장,268,71798,2020-08-18,218,2020,8,18,1,0,74.82,106.73,86.45,20044.50134328358,28593.285597014925,23160.213059701495
7454,PLT-008,여의도1주차장,1544,253282,2020-08-18,462,2020,8,18,1,0,431.06,614.89,498.05,70712.26613989638,100868.24415803108,81701.48970207253
7455,PLT-008,여의도3주차장,1048,363519,2020-08-18,785,2020,8,18,1,0,292.58,417.36,338.06,101487.01242366411,144769.36053435114,117262.62704198474
7456,PLT-008,여의도2주차장,904,138454,2020-08-18,176,2020,8,18,1,0,252.38,360.01,291.61,38653.783761061946,55138.080243362834,44662.13599557522
7457,PLT-008,여의도2주차장,730,54374,2020-08-17,176,2020,8,17,0,2,177.55,310.72,241.73,13224.799589041097,23143.95791780822,18005.242493150683
7458,PLT-008,여의도4주차장,121,9780,2020-08-17,218,2020,8,17,0,2,29.43,51.5,40.07,2378.7223140495867,4162.561983471074,3238.7157024793387
7459,PLT-008,여의도5주차장,211,64439,2020-08-17,141,2020,8,17,0,2,51.32,89.81,69.87,15673.030710900473,27427.80374407583,21338.165545023698
7460,PLT-008,여의도1주차장,1501,97857,2020-08-17,462,2020,8,17,0,2,365.08,638.89,497.03,23801.22155896069,41652.13772818121,32403.640712858094
7461,PLT-008,여의도3주차장,509,47497,2020-08-17,785,2020,8,17,0,2,123.8,216.65,168.55,11552.315520628683,20216.552161100197,15728.13231827112
7462,PLT-008,여의도1주차장,99,0,2020-08-16,462,2020,8,16,6,1,18.28,44.25,36.47,0.0,0.0,0.0
7463,PLT-008,여의도3주차장,815,74266,2020-08-16,785,2020,8,16,6,1,150.52,364.25,300.23,13715.973398773007,33191.89018404908,27358.136417177917
7464,PLT-008,여의도5주차장,138,7515,2020-08-16,141,2020,8,16,6,1,25.49,61.68,50.84,1387.9961596985725,3358.634881530324,2768.3689587711037
7465,PLT-008,여의도2주차장,1200,7949,2020-08-16,176,2020,8,16,6,1,221.62,536.32,442.05,1468.0600505004209,3552.7026725222713,2928.237276977308
7466,PLT-008,여의도4주차장,93,2378,2020-08-16,218,2020,8,16,6,1,17.18,41.57,34.26,439.24352220191383,1062.8261477260512,875.9303300720353
7467,PLT-008,여의도2주차장,467,20068,2020-08-15,176,2020,8,15,5,2,98.68,205.09,163.23,4240.493019271949,8813.160856531049,7014.346124197002
7468,PLT-008,여의도4주차장,35,2692,2020-08-15,218,2020,8,15,5,2,7.4,15.37,12.23,569.1657142857143,1182.1725714285712,940.6617142857143
7469,PLT-008,여의도3주차장,220,16312,2020-08-15,785,2020,8,15,5,2,46.49,96.62,76.9,3446.865506113358,7163.60819962729,5701.526294259352
7470,PLT-008,여의도1주차장,1067,65103,2020-08-15,462,2020,8,15,5,2,225.46,468.6,372.94,13756.44084348641,28591.626804123713,22754.932352389875
7471,PLT-008,여의도5주차장,47,3177,2020-08-15,141,2020,8,15,5,2,9.93,20.64,16.43,671.2257446808511,1395.176170212766,1110.598085106383
7472,PLT-008,여의도5주차장,198,51259,2020-08-14,141,2020,8,14,4,0,51.93,75.93,70.15,13443.158779859601,19656.057118327357,18159.784101813042
7473,PLT-008,여의도2주차장,666,88690,2020-08-14,176,2020,8,14,4,0,174.66,255.39,235.95,23259.15225225225,34009.81846846847,31421.02927927928
7474,PLT-008,여의도1주차장,1341,195437,2020-08-14,462,2020,8,14,4,0,351.68,514.23,475.09,51253.75403430276,74943.7498210291,69239.49614466816
7475,PLT-008,여의도4주차장,89,20139,2020-08-14,218,2020,8,14,4,0,23.34,34.13,31.53,5281.396179775281,7722.967078651685,7134.636741573034
7476,PLT-008,여의도3주차장,894,279085,2020-08-14,785,2020,8,14,4,0,234.46,342.82,316.73,73191.87604165502,107018.84732832966,98874.27663001533
