"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-006","광나루4주차장","458","13797","2024/10/24"
"PLT-003","망원2,3주차장","952","79290","2024/10/24"
"PLT-007","양화2주차장","56","5479","2024/10/24"
"PLT-002","난지1,2,3주차장","1824","99925","2024/10/24"
"PLT-008","여의도4주차장","336","70398","2024/10/24"
"PLT-011","잠실4주차장","2112","99253","2024/10/24"
"PLT-007","양화1주차장","291","35411","2024/10/24"
"PLT-010","잠원2-6주차장","1641","183533","2024/10/24"
"PLT-003","망원1주차장","275","26844","2024/10/24"
"PLT-009","반포1주차장","686","30758","2024/10/24"
"PLT-008","여의도1주차장","1914","332523","2024/10/24"
"PLT-007","양화3주차장","645","63202","2024/10/24"
"PLT-008","여의도5주차장","375","104146","2024/10/24"
"PLT-005","뚝섬4주차장","608","75441","2024/10/24"
"PLT-004","이촌1주차장","160","10240","2024/10/24"
"PLT-006","광나루3주차장","467","49286","2024/10/24"
"PLT-010","잠원1주차장","454","48874","2024/10/24"
"PLT-011","잠실1주차장","2064","76649","2024/10/24"
"PLT-009","반포2,3주차장","2710","276705","2024/10/24"
"PLT-008","여의도3주차장","1360","416116","2024/10/24"
"PLT-001","강서1주차장","193","14204","2024/10/24"
"PLT-003","망원2,3주차장","800","62613","2024/10/23"
"PLT-001","강서1주차장","201","14368","2024/10/23"
"PLT-003","망원1주차장","277","26602","2024/10/23"
"PLT-009","반포1주차장","593","23588","2024/10/23"
"PLT-010","잠원1주차장","365","35618","2024/10/23"
"PLT-009","반포2,3주차장","2323","173572","2024/10/23"
"PLT-008","여의도2주차장","1349","170257","2024/10/23"
"PLT-007","양화2주차장","52","4639","2024/10/23"
"PLT-006","광나루4주차장","407","15161","2024/10/23"
"PLT-007","양화3주차장","723","75634","2024/10/23"
"PLT-011","잠실1주차장","1978","63685","2024/10/23"
"PLT-011","잠실4주차장","1894","107398","2024/10/23"
"PLT-005","뚝섬4주차장","544","71951","2024/10/23"
"PLT-008","여의도4주차장","233","61070","2024/10/23"
"PLT-008","여의도1주차장","1681","319053","2024/10/23"
"PLT-005","뚝섬2주차장","469","55603","2024/10/23"
"PLT-005","뚝섬1주차장","210","18458","2024/10/23"
"PLT-004","이촌3,4주차장","717","74912","2024/10/23"
"PLT-006","광나루3주차장","457","46477","2024/10/23"
"PLT-010","잠원2-6주차장","1545","178904","2024/10/23"
"PLT-008","여의도3주차장","1390","459668","2024/10/23"
"PLT-004","이촌2주차장","198","18290","2024/10/23"
"PLT-008","여의도5주차장","358","104875","2024/10/23"
"PLT-005","뚝섬3주차장","255","22612","2024/10/23"
"PLT-006","광나루1,2주차장","562","50755","2024/10/23"
"PLT-007","양화1주차장","243","30499","2024/10/23"
"PLT-002","난지1,2,3주차장","1832","89210","2024/10/23"
"PLT-004","이촌1주차장","139","13067","2024/10/23"
"PLT-007","양화2주차장","28","1866","2024/10/22"
"PLT-006","광나루1,2주차장","167","9086","2024/10/22"
"PLT-008","여의도5주차장","110","7709","2024/10/22"
"PLT-008","여의도2주차장","240","7775","2024/10/22"
"PLT-004","이촌2주차장","84","4088","2024/10/22"
"PLT-003","망원2,3주차장","303","19969","2024/10/22"
"PLT-007","양화1주차장","100","5998","2024/10/22"
"PLT-006","광나루4주차장","201","13536","2024/10/22"
"PLT-010","잠원2-6주차장","694","78671","2024/10/22"
"PLT-010","잠원1주차장","177","16153","2024/10/22"
"PLT-002","난지1,2,3주차장","1475","50192","2024/10/22"
"PLT-004","이촌1주차장","52","3210","2024/10/22"
"PLT-009","반포1주차장","285","8324","2024/10/22"
"PLT-001","강서1주차장","72","3587","2024/10/22"
"PLT-008","여의도4주차장","52","4112","2024/10/22"
"PLT-008","여의도1주차장","589","43558","2024/10/22"
"PLT-005","뚝섬2주차장","279","42176","2024/10/22"
"PLT-009","반포2,3주차장","906","57795","2024/10/22"
"PLT-005","뚝섬1주차장","84","3534","2024/10/22"
"PLT-011","잠실4주차장","477","31040","2024/10/22"
"PLT-005","뚝섬4주차장","277","27321","2024/10/22"
"PLT-011","잠실1주차장","1106","27770","2024/10/22"
"PLT-005","뚝섬3주차장","137","7360","2024/10/22"
"PLT-006","광나루3주차장","150","8115","2024/10/22"
"PLT-007","양화3주차장","283","18985","2024/10/22"
"PLT-003","망원1주차장","112","6425","2024/10/22"
"PLT-004","이촌3,4주차장","347","38046","2024/10/22"
"PLT-008","여의도3주차장","183","15209","2024/10/22"
"PLT-008","여의도5주차장","331","109807","2024/10/21"
"PLT-004","이촌3,4주차장","793","77751","2024/10/21"
"PLT-010","잠원1주차장","417","38894","2024/10/21"
"PLT-010","잠원2-6주차장","1605","198531","2024/10/21"
"PLT-005","뚝섬1주차장","180","14785","2024/10/21"
"PLT-006","광나루1,2주차장","667","63523","2024/10/21"
"PLT-009","반포2,3주차장","1916","149388","2024/10/21"
"PLT-005","뚝섬4주차장","582","70711","2024/10/21"
"PLT-011","잠실1주차장","1995","75133","2024/10/21"
"PLT-002","난지1,2,3주차장","1635","86245","2024/10/21"
"PLT-003","망원2,3주차장","669","52380","2024/10/21"
"PLT-005","뚝섬3주차장","278","25049","2024/10/21"
"PLT-004","이촌1주차장","172","13616","2024/10/21"
"PLT-005","뚝섬2주차장","539","62177","2024/10/21"
"PLT-008","여의도2주차장","1346","169658","2024/10/21"
"PLT-004","이촌2주차장","279","32280","2024/10/21"
"PLT-001","강서1주차장","161","11634","2024/10/21"
"PLT-006","광나루4주차장","393","14846","2024/10/21"
"PLT-006","광나루3주차장","487","52983","2024/10/21"
"PLT-008","여의도3주차장","1091","356126","2024/10/21"
"PLT-008","여의도1주차장","1529","307182","2024/10/21"
"PLT-007","양화3주차장","621","61418","2024/10/21"
"PLT-008","여의도4주차장","263","78966","2024/10/21"
"PLT-011","잠실4주차장","2048","106310","2024/10/21"
"PLT-009","반포1주차장","585","21429","2024/10/21"
"PLT-007","양화2주차장","50","5502","2024/10/21"
"PLT-003","망원1주차장","248","23147","2024/10/21"
"PLT-007","양화1주차장","242","27874","2024/10/21"
"PLT-010","잠원2-6주차장","2877","256556","2024/10/20"
"PLT-007","양화2주차장","112","10895","2024/10/20"
"PLT-008","여의도1주차장","3509","354427","2024/10/20"
"PLT-003","망원2,3주차장","1560","143177","2024/10/20"
"PLT-008","여의도3주차장","2801","382680","2024/10/20"
"PLT-005","뚝섬3주차장","664","71726","2024/10/20"
"PLT-009","반포2,3주차장","4428","450043","2024/10/20"
"PLT-008","여의도4주차장","66","5421","2024/10/20"
"PLT-007","양화1주차장","427","35332","2024/10/20"
"PLT-006","광나루3주차장","906","82953","2024/10/20"
"PLT-010","잠원1주차장","709","56576","2024/10/20"
"PLT-006","광나루1,2주차장","1080","106655","2024/10/20"
"PLT-008","여의도2주차장","1947","139894","2024/10/20"
"PLT-007","양화3주차장","1535","155818","2024/10/20"
"PLT-008","여의도5주차장","254","18991","2024/10/20"
"PLT-009","반포1주차장","1608","123132","2024/10/20"
"PLT-006","광나루4주차장","113","6567","2024/10/20"
"PLT-011","잠실1주차장","1499","94088","2024/10/20"
"PLT-005","뚝섬2주차장","1222","135788","2024/10/20"
"PLT-004","이촌3,4주차장","1761","168412","2024/10/20"
"PLT-011","잠실4주차장","1929","171106","2024/10/20"
"PLT-003","망원1주차장","717","72607","2024/10/20"
"PLT-004","이촌1주차장","476","16819","2024/10/20"
"PLT-005","뚝섬1주차장","348","30206","2024/10/20"
"PLT-002","난지1,2,3주차장","3071","306369","2024/10/20"
"PLT-001","강서1주차장","314","32265","2024/10/20"
"PLT-004","이촌2주차장","565","60167","2024/10/20"
"PLT-005","뚝섬4주차장","890","84215","2024/10/20"
"PLT-005","뚝섬4주차장","980","97800","2024/10/19"
"PLT-009","반포1주차장","1434","97843","2024/10/19"
"PLT-004","이촌1주차장","288","15414","2024/10/19"
"PLT-011","잠실4주차장","2004","184434","2024/10/19"
"PLT-004","이촌2주차장","453","41812","2024/10/19"
"PLT-003","망원2,3주차장","1639","170060","2024/10/19"
"PLT-010","잠원2-6주차장","2565","255678","2024/10/19"
"PLT-006","광나루4주차장","139","8137","2024/10/19"
"PLT-006","광나루3주차장","640","50146","2024/10/19"
"PLT-008","여의도5주차장","157","19917","2024/10/19"
"PLT-010","잠원1주차장","597","44632","2024/10/19"
"PLT-007","양화3주차장","1433","151210","2024/10/19"
"PLT-011","잠실1주차장","1574","87280","2024/10/19"
"PLT-004","이촌3,4주차장","1734","173556","2024/10/19"
"PLT-008","여의도1주차장","3617","370396","2024/10/19"
"PLT-005","뚝섬3주차장","711","74404","2024/10/19"
"PLT-006","광나루1,2주차장","1103","101866","2024/10/19"
"PLT-005","뚝섬1주차장","311","35079","2024/10/19"
"PLT-007","양화2주차장","102","9838","2024/10/19"
"PLT-007","양화1주차장","394","30782","2024/10/19"
"PLT-003","망원1주차장","574","48655","2024/10/19"
"PLT-009","반포2,3주차장","4301","372353","2024/10/19"
"PLT-005","뚝섬2주차장","1180","124635","2024/10/19"
"PLT-008","여의도3주차장","1605","175651","2024/10/19"
"PLT-008","여의도4주차장","86","10823","2024/10/19"
"PLT-002","난지1,2,3주차장","2506","219359","2024/10/19"
"PLT-008","여의도2주차장","2038","165095","2024/10/19"
"PLT-001","강서1주차장","309","27858","2024/10/19"
"PLT-006","광나루3주차장","238","32349","2024/10/18"
"PLT-004","이촌2주차장","169","12730","2024/10/18"
"PLT-008","여의도5주차장","317","86985","2024/10/18"
"PLT-008","여의도4주차장","240","66463","2024/10/18"
"PLT-005","뚝섬1주차장","144","10740","2024/10/18"
"PLT-010","잠원2-6주차장","1295","153245","2024/10/18"
"PLT-008","여의도2주차장","1034","158608","2024/10/18"
"PLT-001","강서1주차장","160","9593","2024/10/18"
"PLT-005","뚝섬4주차장","512","55695","2024/10/18"
"PLT-004","이촌3,4주차장","694","60780","2024/10/18"
"PLT-008","여의도3주차장","1030","303915","2024/10/18"
"PLT-009","반포2,3주차장","1808","156374","2024/10/18"
"PLT-008","여의도1주차장","1621","272203","2024/10/18"
"PLT-007","양화2주차장","48","3752","2024/10/18"
"PLT-003","망원2,3주차장","671","51300","2024/10/18"
"PLT-002","난지1,2,3주차장","1620","69886","2024/10/18"
"PLT-010","잠원1주차장","305","26957","2024/10/18"
"PLT-009","반포1주차장","586","17758","2024/10/18"
"PLT-007","양화3주차장","613","56938","2024/10/18"
"PLT-007","양화1주차장","224","23674","2024/10/18"
"PLT-011","잠실4주차장","1761","79163","2024/10/18"
"PLT-006","광나루1,2주차장","498","47239","2024/10/18"
"PLT-005","뚝섬3주차장","204","15314","2024/10/18"
"PLT-004","이촌1주차장","97","9154","2024/10/18"
"PLT-003","망원1주차장","255","21286","2024/10/18"
"PLT-006","광나루4주차장","341","14990","2024/10/18"
"PLT-005","뚝섬2주차장","407","50386","2024/10/18"
"PLT-011","잠실1주차장","1861","51393","2024/10/18"
"PLT-008","여의도2주차장","2193","199114","2024/10/17"
"PLT-005","뚝섬4주차장","765","87277","2024/10/17"
"PLT-001","강서1주차장","249","17686","2024/10/17"
"PLT-002","난지1,2,3주차장","2187","143580","2024/10/17"
"PLT-003","망원1주차장","397","31924","2024/10/17"
"PLT-006","광나루4주차장","366","12209","2024/10/17"
"PLT-004","이촌2주차장","263","22255","2024/10/17"
"PLT-009","반포1주차장","842","35951","2024/10/17"
"PLT-003","망원2,3주차장","1214","94577","2024/10/17"
"PLT-009","반포2,3주차장","2934","233610","2024/10/17"
"PLT-010","잠원1주차장","533","48816","2024/10/17"
"PLT-008","여의도1주차장","2475","407244","2024/10/17"
"PLT-005","뚝섬1주차장","239","19055","2024/10/17"
"PLT-008","여의도5주차장","394","103758","2024/10/17"
"PLT-006","광나루1,2주차장","751","69118","2024/10/17"
"PLT-007","양화3주차장","875","85856","2024/10/17"
"PLT-006","광나루3주차장","695","60711","2024/10/17"
"PLT-010","잠원2-6주차장","1896","194970","2024/10/17"
"PLT-005","뚝섬3주차장","449","41434","2024/10/17"
"PLT-004","이촌1주차장","189","14776","2024/10/17"
"PLT-007","양화2주차장","69","7820","2024/10/17"
"PLT-005","뚝섬2주차장","640","76555","2024/10/17"
"PLT-007","양화1주차장","352","34447","2024/10/17"
"PLT-004","이촌3,4주차장","870","91128","2024/10/17"
"PLT-008","여의도4주차장","310","70734","2024/10/17"
"PLT-011","잠실1주차장","2217","89671","2024/10/17"
"PLT-008","여의도3주차장","1306","364423","2024/10/17"
"PLT-011","잠실4주차장","2302","140732","2024/10/17"
"PLT-005","뚝섬3주차장","384","37242","2024/10/16"
"PLT-008","여의도4주차장","219","55621","2024/10/16"
"PLT-008","여의도2주차장","1936","197223","2024/10/16"
"PLT-003","망원1주차장","298","30046","2024/10/16"
"PLT-009","반포1주차장","769","36898","2024/10/16"
"PLT-006","광나루3주차장","306","23736","2024/10/16"
"PLT-011","잠실4주차장","1744","55037","2024/10/16"
"PLT-010","잠원2-6주차장","1809","160138","2024/10/16"
"PLT-008","여의도5주차장","407","106979","2024/10/16"
"PLT-007","양화2주차장","64","6805","2024/10/16"
"PLT-007","양화3주차장","775","75936","2024/10/16"
"PLT-010","잠원1주차장","488","39680","2024/10/16"
"PLT-007","양화1주차장","257","30817","2024/10/16"
"PLT-005","뚝섬4주차장","730","85741","2024/10/16"
"PLT-008","여의도1주차장","2022","354293","2024/10/16"
"PLT-006","광나루1,2주차장","421","17892","2024/10/16"
"PLT-009","반포2,3주차장","2594","205222","2024/10/16"
"PLT-002","난지1,2,3주차장","2058","119313","2024/10/16"
"PLT-005","뚝섬2주차장","637","77518","2024/10/16"
"PLT-005","뚝섬1주차장","221","16382","2024/10/16"
"PLT-004","이촌2주차장","279","25491","2024/10/16"
"PLT-006","광나루4주차장","378","16643","2024/10/16"
"PLT-004","이촌1주차장","193","12999","2024/10/16"
"PLT-008","여의도3주차장","1263","360221","2024/10/16"
"PLT-001","강서1주차장","218","18618","2024/10/16"
"PLT-011","잠실1주차장","2091","79806","2024/10/16"
"PLT-003","망원2,3주차장","1115","87875","2024/10/16"
"PLT-004","이촌3,4주차장","825","80204","2024/10/16"
"PLT-011","잠실1주차장","2210","78259","2024/10/15"
"PLT-005","뚝섬2주차장","537","66776","2024/10/15"
"PLT-005","뚝섬3주차장","292","25034","2024/10/15"
"PLT-006","광나루4주차장","394","15158","2024/10/15"
"PLT-003","망원1주차장","293","30016","2024/10/15"
"PLT-007","양화2주차장","45","3140","2024/10/15"
"PLT-011","잠실4주차장","2028","89225","2024/10/15"
"PLT-010","잠원1주차장","411","40646","2024/10/15"
"PLT-004","이촌2주차장","218","20238","2024/10/15"
"PLT-003","망원2,3주차장","893","75739","2024/10/15"
"PLT-001","강서1주차장","189","13679","2024/10/15"
"PLT-009","반포2,3주차장","2265","182339","2024/10/15"
"PLT-007","양화3주차장","735","79720","2024/10/15"
"PLT-004","이촌3,4주차장","762","76108","2024/10/15"
"PLT-009","반포1주차장","629","29640","2024/10/15"
"PLT-007","양화1주차장","240","29913","2024/10/15"
"PLT-002","난지1,2,3주차장","1816","93081","2024/10/15"
"PLT-008","여의도2주차장","1521","168720","2024/10/15"
"PLT-008","여의도4주차장","231","64422","2024/10/15"
"PLT-008","여의도1주차장","1740","321429","2024/10/15"
"PLT-005","뚝섬4주차장","613","69765","2024/10/15"
"PLT-008","여의도3주차장","1081","339154","2024/10/15"
"PLT-006","광나루3주차장","455","46610","2024/10/15"
"PLT-010","잠원2-6주차장","1611","177175","2024/10/15"
"PLT-004","이촌1주차장","153","14964","2024/10/15"
"PLT-005","뚝섬1주차장","181","12414","2024/10/15"
"PLT-006","광나루1,2주차장","583","44684","2024/10/15"
"PLT-008","여의도5주차장","387","112216","2024/10/15"
"PLT-004","이촌3,4주차장","796","86425","2024/10/14"
"PLT-008","여의도5주차장","369","101823","2024/10/14"
"PLT-008","여의도4주차장","243","69936","2024/10/14"
"PLT-004","이촌2주차장","216","20435","2024/10/14"
"PLT-008","여의도3주차장","1208","373336","2024/10/14"
"PLT-002","난지1,2,3주차장","2158","123499","2024/10/14"
"PLT-007","양화3주차장","702","63103","2024/10/14"
"PLT-003","망원1주차장","261","26846","2024/10/14"
"PLT-006","광나루3주차장","522","48569","2024/10/14"
"PLT-011","잠실4주차장","2125","120378","2024/10/14"
"PLT-008","여의도2주차장","1752","186119","2024/10/14"
"PLT-008","여의도1주차장","1825","322112","2024/10/14"
"PLT-007","양화2주차장","72","5621","2024/10/14"
"PLT-010","잠원1주차장","418","43627","2024/10/14"
"PLT-005","뚝섬4주차장","627","67274","2024/10/14"
"PLT-001","강서1주차장","186","12704","2024/10/14"
"PLT-004","이촌1주차장","142","14953","2024/10/14"
"PLT-005","뚝섬2주차장","576","67653","2024/10/14"
"PLT-011","잠실1주차장","2026","80989","2024/10/14"
"PLT-006","광나루4주차장","366","15599","2024/10/14"
"PLT-009","반포1주차장","669","29700","2024/10/14"
